type,latitude,longitude,altitude (m),course,slope (%),distance (km),distance_interval (m),name,desc
T,36.637482000,-86.978585000,146.5,306.7,0.2,68.714,23.28,,
T,36.637759000,-86.978956000,146.8,312.9,0.5,68.759,45.23,,
T,36.638063000,-86.979272000,147.0,320.2,0.6,68.803,44.01,,
T,36.638409000,-86.979519000,147.4,330.2,0.9,68.847,44.30,,
T,36.638683000,-86.979664000,147.6,337.0,0.6,68.880,33.06,,
T,36.639068000,-86.979760000,147.5,348.7,-0.3,68.924,43.58,,
T,36.639402000,-86.979803000,146.0,354.1,-4.1,68.961,37.26,,
T,36.639785000,-86.979825000,144.1,357.4,-4.4,69.004,42.55,,
T,36.639818000,-86.979826000,144.0,358.6,-4.0,69.007,3.66,,
T,36.641053000,-86.979849000,139.4,359.1,-3.3,69.144,137.06,,
T,36.641138000,-86.979851000,140.3,358.9,9.4,69.154,9.43,,
T,36.641625000,-86.979867000,144.0,358.5,6.7,69.208,54.06,,
T,36.641926000,-86.979945000,146.3,348.3,6.7,69.242,34.12,,
T,36.642287000,-86.980029000,149.1,349.4,6.9,69.283,40.76,,
T,36.642638000,-86.980149000,150.6,344.7,3.9,69.323,40.40,,
T,36.643155000,-86.980353000,151.3,342.4,1.2,69.383,60.20,,
T,36.644201000,-86.980808000,149.3,340.8,-1.6,69.506,123.00,,
T,36.644370000,-86.980882000,149.8,340.6,2.5,69.526,19.89,,
T,36.645855000,-86.981529000,151.6,340.7,1.0,69.701,174.65,,
T,36.646518000,-86.981832000,152.8,339.9,1.6,69.779,78.40,,
T,36.647276000,-86.982160000,159.3,340.9,7.3,69.868,89.08,,
T,36.647318000,-86.982179000,159.9,340.1,11.7,69.873,4.96,,
T,36.647544000,-86.982280000,162.7,340.3,10.4,69.900,26.66,,
T,36.648077000,-86.982520000,168.3,340.1,8.9,69.963,62.92,,
T,36.648536000,-86.982736000,169.2,339.3,1.7,70.017,54.47,,
T,36.648708000,-86.982838000,169.6,334.6,1.8,70.039,21.15,,
T,36.648871000,-86.982959000,170.1,329.2,2.5,70.060,21.08,,
T,36.649024000,-86.983105000,170.9,322.6,3.5,70.081,21.42,,
T,36.649164000,-86.983271000,171.8,316.4,4.4,70.103,21.49,,
T,36.649293000,-86.983454000,172.3,311.3,2.2,70.124,21.74,,
T,36.649409000,-86.983648000,172.5,306.7,1.0,70.146,21.60,,
T,36.649512000,-86.983853000,172.1,302.1,-2.0,70.168,21.60,,
T,36.649586000,-86.984039000,171.4,296.4,-3.9,70.186,18.55,,
T,36.649597000,-86.984068000,171.2,295.3,-4.2,70.189,2.87,,
T,36.649664000,-86.984295000,170.3,290.2,-4.2,70.211,21.62,,
T,36.649712000,-86.984533000,169.5,284.1,-3.7,70.232,21.94,,
T,36.649739000,-86.984778000,169.1,277.8,-1.8,70.255,22.11,,
T,36.649746000,-86.985031000,169.3,272.0,0.7,70.277,22.64,,
T,36.649737000,-86.985290000,169.7,267.5,1.6,70.300,23.18,,
T,36.649695000,-86.985822000,170.3,264.4,1.2,70.348,47.80,,
T,36.649438000,-86.988630000,164.4,263.5,-2.3,70.601,252.70,,
T,36.649111000,-86.992310000,164.9,263.7,0.1,70.932,331.06,,
T,36.648909000,-86.994524000,167.4,263.5,1.3,71.131,199.24,,
T,36.648890000,-86.994819000,168.2,265.4,2.9,71.158,26.46,,
T,36.648882000,-86.995113000,169.4,268.1,4.7,71.184,26.30,,
T,36.648884000,-86.995405000,171.2,270.5,7.0,71.210,26.11,,
T,36.648899000,-86.995695000,172.5,273.7,5.0,71.236,25.98,,
T,36.648928000,-86.995984000,172.3,277.1,-0.8,71.262,26.04,,
T,36.648974000,-86.996270000,171.3,281.3,-3.9,71.288,26.08,,
T,36.649033000,-86.996554000,171.4,284.5,0.4,71.314,26.23,,
T,36.649099000,-86.996839000,172.6,286.1,4.6,71.341,26.52,,
T,36.650749000,-87.003668000,170.2,286.8,-0.4,71.978,637.50,,
T,36.651048000,-87.004877000,167.7,287.1,-2.2,72.092,113.08,,
T,36.651170000,-87.005411000,167.6,285.9,-0.3,72.141,49.63,,
T,36.651223000,-87.005679000,168.0,283.8,1.8,72.166,24.67,,
T,36.651270000,-87.005949000,168.3,282.2,1.1,72.191,24.70,,
T,36.651351000,-87.006488000,168.2,280.6,-0.1,72.240,49.03,,
T,36.651418000,-87.007029000,168.3,278.8,0.2,72.288,48.94,,
T,36.651549000,-87.008189000,169.3,278.0,0.9,72.393,104.74,,
T,36.651657000,-87.009218000,171.0,277.5,1.8,72.486,92.79,,
T,36.651851000,-87.010805000,171.8,278.7,0.5,72.630,143.53,,
T,36.652149000,-87.013073000,174.9,279.3,1.5,72.835,205.47,,
T,36.652209000,-87.013470000,175.1,280.7,0.5,72.871,36.12,,
T,36.652303000,-87.014004000,175.1,282.4,0.2,72.920,48.87,,
T,36.652356000,-87.014274000,175.5,283.7,1.3,72.945,24.85,,
T,36.652446000,-87.014684000,176.0,285.3,1.3,72.983,38.00,,
T,36.652547000,-87.015091000,176.2,287.2,0.5,73.021,38.08,,
T,36.652621000,-87.015359000,175.9,289.0,-1.1,73.046,25.33,,
T,36.652779000,-87.015889000,175.3,290.4,-1.1,73.097,50.53,,
T,36.653529000,-87.018268000,171.3,291.5,-1.7,73.325,228.42,,
T,36.654490000,-87.021342000,171.7,291.3,0.1,73.620,294.82,,
T,36.654644000,-87.021834000,172.1,291.3,1.0,73.667,47.19,,
T,36.654959000,-87.022839000,174.1,291.3,2.1,73.764,96.42,,
T,36.655372000,-87.024076000,171.2,292.6,-2.4,73.883,119.72,,
T,36.655419000,-87.024196000,171.4,296.0,1.2,73.895,11.93,,
T,36.655523000,-87.024433000,171.3,298.7,-0.4,73.919,24.13,,
T,36.655583000,-87.024553000,171.2,301.9,-0.5,73.932,12.63,,
T,36.655641000,-87.024657000,171.3,304.8,0.4,73.943,11.31,,
T,36.655781000,-87.024907000,171.8,304.9,1.9,73.971,27.22,,
T,36.655905000,-87.025102000,172.5,308.4,3.1,73.993,22.21,,
T,36.655964000,-87.025366000,173.1,285.6,2.6,74.017,24.50,,
T,36.656022000,-87.025801000,173.6,279.4,1.3,74.057,39.42,,
T,36.656053000,-87.025972000,173.7,282.7,0.7,74.072,15.67,,
T,36.656100000,-87.026150000,173.8,288.2,0.4,74.089,16.75,,
T,36.656153000,-87.026297000,173.9,294.2,0.6,74.104,14.40,,
T,36.657343000,-87.029003000,175.2,298.7,0.5,74.379,275.64,,
T,36.657562000,-87.029492000,175.8,299.2,1.2,74.429,50.02,,
T,36.657774000,-87.029991000,176.6,297.9,1.5,74.480,50.44,,
T,36.657856000,-87.030224000,176.8,293.7,1.1,74.502,22.73,,
T,36.657886000,-87.030336000,177.0,288.5,1.5,74.513,10.55,,
T,36.657913000,-87.030466000,177.2,284.5,1.8,74.525,12.00,,
T,36.657925000,-87.030565000,177.4,278.6,2.8,74.534,8.95,,
T,36.657939000,-87.030675000,177.7,279.0,2.8,74.544,9.96,,
T,36.657948000,-87.030847000,177.9,273.7,1.0,74.559,15.41,,
T,36.657944000,-87.031064000,178.0,268.7,0.6,74.579,19.41,,
T,36.657903000,-87.031507000,178.2,263.4,0.5,74.619,39.87,,
T,36.657703000,-87.032966000,178.6,260.3,0.3,74.751,132.32,,
T,36.656669000,-87.040832000,182.4,260.7,0.5,75.463,712.60,,
T,36.656638000,-87.041135000,183.3,262.7,3.4,75.491,27.31,,
T,36.656593000,-87.041738000,184.7,264.7,2.5,75.545,54.15,,
T,36.656583000,-87.042071000,185.3,267.9,1.9,75.575,29.79,,
T,36.656580000,-87.042183000,185.4,268.1,1.5,75.585,10.02,,
T,36.656580000,-87.042280000,185.5,270.0,1.5,75.593,8.67,,
T,36.656579000,-87.042639000,185.8,269.8,0.9,75.625,32.10,,
T,36.656591000,-87.043199000,185.2,271.5,-1.2,75.676,50.09,,
T,36.656718000,-87.046129000,182.5,273.1,-1.0,75.938,262.35,,
T,36.656788000,-87.048042000,184.7,272.6,1.3,76.109,171.22,,
T,36.656797000,-87.048532000,185.5,271.3,1.7,76.153,43.82,,
T,36.656784000,-87.048862000,185.7,267.2,0.8,76.182,29.54,,
T,36.656762000,-87.049094000,185.8,263.3,0.7,76.203,20.89,,
T,36.656726000,-87.049369000,185.8,260.7,-0.2,76.228,24.91,,
T,36.656681000,-87.049640000,185.6,258.3,-1.0,76.253,24.74,,
T,36.656562000,-87.050250000,184.8,256.3,-1.3,76.309,56.12,,
T,36.656541000,-87.050353000,184.7,255.7,-1.3,76.319,9.50,,
T,36.655840000,-87.053895000,181.1,256.1,-1.1,76.645,326.11,,
T,36.655583000,-87.055114000,181.9,255.3,0.7,76.757,112.66,,
T,36.655520000,-87.055384000,182.0,253.8,0.7,76.783,25.13,,
T,36.655393000,-87.055891000,181.9,252.7,-0.4,76.830,47.47,,
T,36.655172000,-87.056717000,181.9,251.6,0.0,76.908,77.82,,
T,36.654867000,-87.057824000,182.2,251.0,0.4,77.012,104.61,,
T,36.654231000,-87.060071000,181.7,250.6,-0.3,77.225,212.95,,
T,36.654167000,-87.060296000,181.2,250.5,-2.3,77.247,21.33,,
T,36.654054000,-87.060713000,180.7,251.3,-1.2,77.286,39.34,,
T,36.653995000,-87.060937000,180.8,251.8,0.3,77.307,21.07,,
T,36.653945000,-87.061165000,180.7,254.7,-0.3,77.328,21.13,,
T,36.653908000,-87.061391000,180.8,258.5,0.0,77.349,20.62,,
T,36.653889000,-87.061617000,180.8,264.0,0.4,77.369,20.32,,
T,36.653890000,-87.061845000,180.9,270.3,0.4,77.390,20.39,,
T,36.653908000,-87.062075000,180.9,275.6,0.0,77.410,20.66,,
T,36.653942000,-87.062306000,181.0,280.4,0.2,77.431,21.00,,
T,36.653979000,-87.062503000,181.1,283.2,0.6,77.449,18.09,,
T,36.654142000,-87.063325000,181.9,283.9,1.1,77.525,75.69,,
T,36.654222000,-87.063732000,181.8,283.8,-0.2,77.562,37.46,,
T,36.654467000,-87.065013000,180.4,283.4,-1.2,77.680,117.72,,
T,36.654925000,-87.067367000,178.7,283.6,-0.8,77.897,216.53,,
T,36.655109000,-87.068350000,178.9,283.1,0.2,77.987,90.23,,
T,36.655188000,-87.068827000,178.7,281.7,-0.3,78.030,43.54,,
T,36.655217000,-87.069064000,178.9,278.7,1.0,78.052,21.43,,
T,36.655239000,-87.069299000,179.3,276.7,1.5,78.073,21.15,,
T,36.655255000,-87.069585000,179.5,274.0,1.1,78.099,25.63,,
T,36.655318000,-87.072071000,178.4,271.8,-0.5,78.321,222.39,,
T,36.655366000,-87.074329000,176.9,271.5,-0.8,78.523,201.96,,
T,36.655392000,-87.074954000,176.8,273.0,-0.1,78.579,55.96,,
T,36.655400000,-87.075141000,176.8,273.1,0.0,78.596,16.74,,
T,36.655412000,-87.075385000,176.8,273.5,0.0,78.618,21.86,,
T,36.655438000,-87.075925000,176.7,273.4,-0.1,78.666,48.37,,
T,36.655575000,-87.078161000,174.0,274.4,-1.4,78.866,200.50,,
T,36.655597000,-87.078642000,174.1,273.3,0.3,78.910,43.08,,
T,36.655593000,-87.078886000,174.4,268.8,1.5,78.931,21.82,,
T,36.655573000,-87.079131000,174.6,264.2,0.8,78.953,22.02,,
T,36.655525000,-87.079401000,174.5,257.5,-0.2,78.978,24.72,,
T,36.655469000,-87.079620000,174.5,252.3,-0.3,78.999,20.54,,
T,36.655283000,-87.080184000,172.9,247.7,-2.8,79.053,54.49,,
T,36.655040000,-87.080869000,169.5,246.1,-5.1,79.120,66.92,,
T,36.655008000,-87.080961000,169.2,246.6,-3.5,79.129,8.96,,
T,36.654226000,-87.083226000,167.5,246.7,-0.8,79.349,220.33,,
T,36.653987000,-87.083878000,166.3,245.4,-1.9,79.413,64.05,,
T,36.653820000,-87.084288000,167.2,243.1,2.2,79.455,41.08,,
T,36.653731000,-87.084486000,167.8,240.7,3.0,79.475,20.27,,
T,36.653636000,-87.084682000,168.2,238.9,1.7,79.495,20.45,,
T,36.653434000,-87.085068000,168.8,236.9,1.4,79.536,41.15,,
T,36.653011000,-87.085827000,165.5,235.2,-4.0,79.619,82.52,,
T,36.652905000,-87.086007000,164.6,233.7,-4.5,79.639,19.93,,
T,36.652509000,-87.086715000,158.7,235.1,-7.7,79.716,77.06,,
T,36.651874000,-87.087815000,145.7,234.3,-10.7,79.837,120.99,,
T,36.651664000,-87.088186000,145.3,234.8,-1.1,79.877,40.54,,
T,36.651510000,-87.088488000,150.2,237.6,15.4,79.909,31.96,,
T,36.651431000,-87.088669000,152.6,241.5,13.1,79.928,18.41,,
T,36.651374000,-87.088858000,154.4,249.4,9.9,79.946,18.04,,
T,36.651344000,-87.089048000,156.0,258.9,9.1,79.963,17.31,,
T,36.651338000,-87.089237000,157.1,267.7,6.7,79.980,16.91,,
T,36.651353000,-87.089420000,158.2,275.8,6.7,79.997,16.45,,
T,36.651384000,-87.089596000,159.3,282.4,6.8,80.013,16.11,,
T,36.651434000,-87.089771000,160.3,289.6,5.8,80.029,16.60,,
T,36.651505000,-87.089958000,161.2,295.3,5.1,80.048,18.48,,
T,36.651696000,-87.090386000,163.5,299.1,5.2,80.091,43.75,,
T,36.652039000,-87.091122000,166.1,300.2,3.5,80.167,76.02,,
T,36.652875000,-87.092914000,168.7,300.2,1.4,80.353,185.15,,
T,36.653077000,-87.093374000,168.2,298.7,-0.9,80.399,46.84,,
T,36.653166000,-87.093616000,168.5,294.6,1.3,80.423,23.79,,
T,36.653242000,-87.093864000,169.1,290.9,2.5,80.447,23.72,,
T,36.653309000,-87.094118000,169.7,288.2,2.5,80.471,23.90,,
T,36.653431000,-87.094629000,170.6,286.6,1.8,80.519,47.65,,
T,36.653544000,-87.095141000,171.5,285.4,1.9,80.566,47.47,,
T,36.653801000,-87.096422000,172.1,284.0,0.6,80.684,118.04,,
T,36.653913000,-87.096920000,172.3,285.7,0.3,80.730,46.23,,
T,36.654112000,-87.097670000,170.9,288.3,-1.9,80.801,70.60,,
T,36.654409000,-87.098710000,170.3,289.6,-0.6,80.900,98.66,,
T,36.654601000,-87.099345000,169.7,290.7,-1.0,80.960,60.64,,
T,36.654649000,-87.099503000,169.7,290.7,-0.5,80.975,15.10,,
T,36.654897000,-87.100290000,170.0,291.4,0.4,81.051,75.56,,
T,36.655476000,-87.102072000,172.2,292.0,1.3,81.223,171.80,,
T,36.655724000,-87.102809000,172.1,292.8,-0.1,81.294,71.41,,
T,36.655812000,-87.103050000,172.8,294.5,2.7,81.318,23.66,,
T,36.655907000,-87.103285000,173.5,296.7,3.1,81.341,23.51,,
T,36.656305000,-87.104204000,172.8,298.4,-0.8,81.434,93.29,,
T,36.656500000,-87.104676000,172.1,297.2,-1.4,81.482,47.43,,
T,36.656691000,-87.105155000,171.6,296.4,-1.0,81.530,47.79,,
T,36.656946000,-87.105819000,171.8,295.6,0.4,81.595,65.77,,
T,36.658392000,-87.109630000,172.8,295.3,0.2,81.972,376.63,,
T,36.660393000,-87.114935000,173.8,295.2,0.2,82.496,523.71,,
T,36.660833000,-87.116100000,173.8,295.2,-0.0,82.611,115.03,,
T,36.661270000,-87.117219000,174.6,296.0,0.7,82.722,111.18,,
T,36.661351000,-87.117444000,175.2,294.2,2.8,82.744,22.03,,
T,36.661420000,-87.117674000,175.7,290.5,2.3,82.766,21.94,,
T,36.661471000,-87.117908000,176.0,285.2,1.6,82.788,21.67,,
T,36.661503000,-87.118151000,176.0,279.3,0.0,82.810,22.01,,
T,36.661523000,-87.118398000,175.9,275.8,-0.8,82.832,22.19,,
T,36.661605000,-87.119686000,176.0,274.5,0.2,82.947,115.51,,
T,36.661605000,-87.119754000,176.1,270.0,0.2,82.953,6.08,,
T,36.661627000,-87.119948000,176.0,278.0,-0.2,82.971,17.52,,
T,36.661782000,-87.121520000,173.5,277.0,-1.8,83.113,141.59,,
T,36.661933000,-87.122954000,172.4,277.5,-0.9,83.242,129.30,,
T,36.661981000,-87.123370000,171.4,278.2,-2.5,83.279,37.57,,
T,36.662009000,-87.123561000,171.1,280.4,-2.0,83.297,17.36,,
T,36.662050000,-87.123753000,170.9,284.9,-1.2,83.315,17.76,,
T,36.662096000,-87.123893000,170.8,292.3,-0.8,83.328,13.52,,
T,36.662160000,-87.124028000,170.7,300.6,-0.8,83.342,14.00,,
T,36.662227000,-87.124129000,170.6,309.6,-0.2,83.354,11.70,,
T,36.662239000,-87.124148000,170.6,308.2,-0.3,83.356,2.16,,
T,36.662342000,-87.124257000,170.7,319.7,0.1,83.371,15.02,,
T,36.662473000,-87.124368000,170.6,325.8,-0.2,83.389,17.60,,
T,36.664712000,-87.126076000,169.8,328.5,-0.3,83.680,291.64,,
T,36.665400000,-87.126625000,169.8,327.4,0.0,83.771,90.76,,
T,36.666065000,-87.127204000,169.8,325.1,-0.0,83.861,90.14,,
T,36.666385000,-87.127492000,170.0,324.2,0.5,83.905,43.86,,
T,36.666898000,-87.127954000,169.6,324.2,-0.6,83.975,70.33,,
T,36.667244000,-87.128280000,168.7,322.9,-1.8,84.023,48.20,,
T,36.667995000,-87.129015000,168.6,321.9,-0.2,84.130,106.13,,
T,36.668236000,-87.129251000,169.0,321.9,1.3,84.164,34.06,,
T,36.669582000,-87.130552000,169.2,322.2,0.1,84.353,189.31,,
T,36.670015000,-87.130976000,169.5,321.9,0.5,84.414,61.20,,
T,36.670248000,-87.131204000,170.0,321.9,1.6,84.447,32.92,,
T,36.670384000,-87.131352000,170.1,318.9,0.4,84.467,20.07,,
T,36.670661000,-87.131636000,170.1,320.6,-0.0,84.507,39.87,,
T,36.671083000,-87.132118000,170.0,317.5,-0.2,84.571,63.64,,
T,36.671426000,-87.132455000,169.1,321.8,-1.7,84.619,48.54,,
T,36.671698000,-87.132722000,168.9,321.8,-0.6,84.658,38.48,,
T,36.671838000,-87.132884000,169.0,317.1,0.7,84.679,21.24,,
T,36.671973000,-87.133057000,169.4,314.2,1.6,84.700,21.53,,
T,36.672052000,-87.133174000,169.6,310.1,1.6,84.714,13.65,,
T,36.672098000,-87.133242000,169.7,310.1,1.0,84.722,7.94,,
T,36.672209000,-87.133440000,169.7,305.0,0.1,84.744,21.56,,
T,36.672307000,-87.133652000,169.6,300.0,-0.5,84.765,21.85,,
T,36.672390000,-87.133876000,169.4,294.8,-0.9,84.788,22.04,,
T,36.672456000,-87.134109000,169.2,289.5,-1.1,84.810,22.08,,
T,36.672510000,-87.134348000,168.8,285.7,-1.6,84.832,22.19,,
T,36.672800000,-87.135803000,170.0,284.0,0.9,84.966,133.99,,
T,36.672956000,-87.136542000,170.7,284.7,1.0,85.034,68.29,,
T,36.673295000,-87.138060000,170.6,285.6,-0.1,85.175,140.81,,
T,36.673689000,-87.139782000,170.8,285.9,0.2,85.335,160.02,,
T,36.673982000,-87.141114000,170.7,285.3,-0.1,85.458,123.43,,
T,36.674568000,-87.143669000,172.3,286.0,0.7,85.696,237.47,,
T,36.674582000,-87.143730000,172.4,286.0,0.6,85.701,5.67,,
T,36.674638000,-87.143945000,172.6,288.0,1.1,85.722,20.20,,
T,36.674702000,-87.144146000,172.9,291.7,1.7,85.741,19.32,,
T,36.674783000,-87.144330000,173.2,298.8,1.4,85.760,18.74,,
T,36.674883000,-87.144499000,173.4,306.4,1.3,85.778,18.74,,
T,36.674997000,-87.144654000,173.9,312.5,2.3,85.797,18.76,,
T,36.677192000,-87.147236000,174.3,316.7,0.1,86.133,335.56,,
T,36.678003000,-87.148214000,178.4,316.0,3.3,86.258,125.47,,
T,36.678228000,-87.148507000,179.2,313.8,2.1,86.294,36.18,,
T,36.678302000,-87.148614000,179.1,310.8,-0.8,86.307,12.61,,
T,36.678321000,-87.148642000,179.0,310.2,-1.6,86.310,3.27,,
T,36.678528000,-87.148991000,178.4,306.5,-1.7,86.349,38.74,,
T,36.678604000,-87.149103000,178.8,310.2,3.4,86.362,13.09,,
T,36.676777000,-87.151876000,183.4,230.6,1.4,86.682,320.22,,
T,36.676505000,-87.152288000,184.0,230.5,1.2,86.730,47.62,,
T,36.676449000,-87.152373000,184.3,230.6,3.1,86.740,9.82,,
T,36.675664000,-87.153564000,186.0,230.6,1.2,86.877,137.56,,
T,36.674514000,-87.155303000,186.2,230.5,0.1,87.079,201.12,,
T,36.674245000,-87.155710000,184.6,230.5,-3.5,87.126,47.06,,
T,36.673703000,-87.156529000,183.3,230.5,-1.3,87.220,94.75,,
T,36.673578000,-87.156712000,183.4,229.6,0.5,87.242,21.45,,
T,36.673478000,-87.156859000,184.0,229.7,3.2,87.259,17.20,,
T,36.673250000,-87.157177000,184.7,228.2,1.8,87.297,38.06,,
T,36.673150000,-87.157310000,184.8,226.8,0.4,87.313,16.26,,
T,36.672944000,-87.157586000,183.5,227.1,-3.7,87.347,33.63,,
T,36.672787000,-87.157787000,182.3,225.8,-4.9,87.372,25.03,,
T,36.672466000,-87.158180000,180.8,224.5,-3.0,87.422,50.03,,
T,36.672131000,-87.158566000,179.5,222.7,-2.6,87.473,50.72,,
T,36.669564000,-87.161444000,176.1,222.0,-0.9,87.857,383.85,,
T,36.668465000,-87.162677000,172.0,222.0,-2.5,88.021,164.39,,
T,36.668345000,-87.162812000,171.9,222.1,-1.0,88.039,17.97,,
T,36.667081000,-87.164233000,171.6,222.0,-0.1,88.228,189.24,,
T,36.663335000,-87.168444000,171.3,222.0,-0.1,88.789,560.83,,
T,36.661831000,-87.170128000,167.2,221.9,-1.8,89.014,224.77,,
T,36.661467000,-87.170538000,166.1,222.1,-2.0,89.068,54.55,,
T,36.659444000,-87.172811000,167.0,222.0,0.3,89.371,302.81,,
T,36.659382000,-87.172881000,167.4,222.2,3.7,89.380,9.30,,
T,36.659292000,-87.172986000,167.9,223.1,3.9,89.394,13.71,,
T,36.659157000,-87.173142000,168.6,222.8,3.5,89.415,20.47,,
T,36.658872000,-87.173497000,170.5,225.0,4.2,89.459,44.81,,
T,36.658673000,-87.173769000,171.7,227.6,3.7,89.492,32.85,,
T,36.658570000,-87.173933000,172.3,231.9,3.3,89.511,18.59,,
T,36.658493000,-87.174037000,172.8,227.3,3.7,89.523,12.63,,
T,36.657970000,-87.174947000,172.6,234.4,-0.2,89.623,99.94,,
T,36.657793000,-87.175288000,172.0,237.1,-1.6,89.660,36.27,,
T,36.657481000,-87.175872000,173.1,236.3,1.7,89.722,62.65,,
T,36.657162000,-87.176494000,171.9,237.4,-1.7,89.788,65.92,,
T,36.655943000,-87.178850000,169.2,237.2,-1.1,90.039,250.35,,
T,36.655617000,-87.179476000,169.6,237.0,0.7,90.105,66.64,,
T,36.654304000,-87.181998000,168.2,237.0,-0.5,90.374,268.48,,
T,36.654262000,-87.182079000,168.0,237.1,-1.5,90.382,8.61,,
T,36.653753000,-87.183063000,165.8,237.2,-2.1,90.487,104.55,,
T,36.651804000,-87.186833000,164.7,237.2,-0.3,90.887,400.51,,
T,36.651691000,-87.187039000,165.1,235.6,1.6,90.910,22.28,,
T,36.651027000,-87.188320000,167.1,237.1,1.5,91.046,136.20,,
T,36.650759000,-87.188836000,167.4,237.1,0.4,91.101,54.89,,
T,36.649420000,-87.191419000,167.2,237.1,-0.0,91.375,274.64,,
T,36.649205000,-87.191831000,167.6,237.0,0.8,91.419,43.89,,
T,36.649005000,-87.192214000,167.5,236.9,-0.1,91.460,40.81,,
T,36.648854000,-87.192504000,167.2,237.0,-1.1,91.491,30.87,,
T,36.648566000,-87.193055000,166.7,236.9,-0.8,91.550,58.73,,
T,36.648037000,-87.194075000,167.3,237.1,0.5,91.658,108.47,,
T,36.647787000,-87.194517000,167.2,234.8,-0.1,91.706,48.29,,
T,36.647576000,-87.194983000,167.7,240.6,1.0,91.754,47.80,,
T,36.647455000,-87.195206000,168.1,235.9,1.7,91.778,24.04,,
T,36.647396000,-87.195320000,168.3,237.2,1.4,91.790,12.12,,
T,36.647290000,-87.195525000,168.3,237.2,0.1,91.812,21.78,,
T,36.647193000,-87.195711000,168.2,237.0,-0.6,91.832,19.81,,
T,36.647093000,-87.195903000,168.2,237.0,-0.2,91.852,20.44,,
T,36.646995000,-87.196093000,168.1,237.3,-0.3,91.873,20.17,,
T,36.646553000,-87.196944000,167.6,237.1,-0.5,91.963,90.54,,
T,36.646550000,-87.197272000,167.9,269.3,0.7,91.992,29.33,,
T,36.646557000,-87.197720000,168.3,271.1,1.0,92.033,40.07,,
T,36.646575000,-87.197953000,168.4,275.5,0.7,92.053,20.93,,
T,36.646610000,-87.198215000,168.6,279.5,0.6,92.077,23.75,,
T,36.646645000,-87.198382000,168.6,284.6,0.5,92.093,15.43,,
T,36.646692000,-87.198547000,168.6,289.5,0.0,92.108,15.65,,
T,36.646749000,-87.198710000,168.6,293.5,-0.5,92.124,15.89,,
T,36.646816000,-87.198872000,168.5,297.3,-0.5,92.140,16.28,,
T,36.646894000,-87.199031000,168.4,301.4,-0.3,92.157,16.65,,
T,36.646987000,-87.199182000,168.3,307.5,-0.8,92.174,17.00,,
T,36.647089000,-87.199327000,168.1,311.2,-1.1,92.191,17.21,,
T,36.647203000,-87.199465000,168.0,315.8,-0.8,92.209,17.67,,
T,36.647255000,-87.199519000,167.9,320.2,-1.0,92.217,7.52,,
T,36.647326000,-87.199593000,167.8,320.1,-1.2,92.227,10.29,,
T,36.647457000,-87.199714000,167.6,323.5,-0.7,92.245,18.12,,
T,36.647790000,-87.200002000,167.2,325.2,-0.9,92.290,45.04,,
T,36.648102000,-87.200248000,167.0,327.7,-0.6,92.331,41.02,,
T,36.651365000,-87.202789000,170.4,328.0,0.8,92.758,427.48,,
T,36.652453000,-87.203650000,168.1,327.6,-1.5,92.902,143.19,,
T,36.654213000,-87.205024000,172.5,327.9,1.9,93.132,230.74,,
T,36.655099000,-87.205723000,175.3,327.7,2.4,93.249,116.50,,
T,36.655555000,-87.206083000,173.3,327.7,-3.3,93.309,59.97,,
T,36.657833000,-87.207870000,164.7,327.8,-2.9,93.608,299.05,,
T,36.658714000,-87.208569000,162.6,327.5,-1.9,93.724,116.03,,
T,36.658927000,-87.208740000,162.5,327.2,-0.1,93.752,28.15,,
T,36.659922000,-87.209511000,167.3,328.1,3.7,93.882,130.17,,
T,36.662435000,-87.211499000,176.2,327.6,2.7,94.213,330.70,,
T,36.663017000,-87.211951000,175.5,328.1,-0.9,94.289,76.19,,
T,36.665005000,-87.213513000,174.1,327.8,-0.6,94.550,261.09,,
T,36.665393000,-87.213814000,175.5,328.1,2.8,94.601,50.77,,
T,36.665515000,-87.213909000,175.8,328.0,2.0,94.617,15.98,,
T,36.665952000,-87.214253000,177.1,327.7,2.3,94.674,57.42,,
T,36.666021000,-87.214307000,177.5,327.9,4.0,94.684,9.05,,
T,36.666639000,-87.214802000,179.6,327.3,2.6,94.765,81.62,,
T,36.667001000,-87.215090000,178.8,327.5,-1.7,94.813,47.71,,
T,36.668540000,-87.216307000,173.0,327.6,-2.8,95.015,202.50,,
T,36.669370000,-87.216959000,176.5,327.8,3.2,95.124,109.00,,
T,36.670593000,-87.217921000,178.5,327.8,1.2,95.285,160.67,,
T,36.672889000,-87.219747000,181.8,327.5,1.1,95.588,302.59,,
T,36.673363000,-87.220119000,181.5,327.8,-0.5,95.650,62.23,,
T,36.673363000,-87.220119000,181.5,327.8,,95.650,0.00,,
T,36.673366000,-87.220122000,181.5,321.3,-0.2,95.650,0.43,,
T,36.674053000,-87.220661000,180.8,327.8,-0.8,95.740,90.19,,
T,36.675890000,-87.222121000,183.0,327.5,0.9,95.982,242.05,,
T,36.677931000,-87.223735000,183.9,327.6,0.3,96.251,268.54,,
T,36.681031000,-87.226192000,174.3,327.6,-2.3,96.659,408.14,,
T,36.681940000,-87.226912000,173.0,327.6,-1.2,96.779,119.65,,
T,36.684281000,-87.228769000,168.9,327.5,-1.3,97.087,308.28,,
T,36.685106000,-87.229424000,167.8,327.5,-1.0,97.196,108.67,,
