type,latitude,longitude,course,distance (km),distance_interval (m),name,desc
T,36.207597000,-86.785141000,284.7,12.106,58.83,,
T,36.207687000,-86.785490000,287.7,12.139,32.94,,
T,36.207711000,-86.785584000,287.6,12.148,8.86,,
T,36.207863000,-86.786202000,287.0,12.206,58.08,,
T,36.208156000,-86.787354000,287.5,12.315,108.58,,
T,36.208297000,-86.787901000,287.7,12.366,51.62,,
T,36.208308000,-86.787947000,286.5,12.371,4.31,,
T,36.208316000,-86.788014000,278.4,12.377,6.09,,
T,36.208333000,-86.788155000,278.5,12.390,12.82,,
T,36.208336000,-86.788492000,270.6,12.420,30.31,,
T,36.208302000,-86.788867000,263.6,12.454,33.93,,
T,36.208203000,-86.789337000,255.4,12.498,43.67,,
T,36.208096000,-86.789625000,245.3,12.526,28.49,,
T,36.207820000,-86.790110000,234.8,12.579,53.29,,
T,36.207348000,-86.790937000,234.7,12.670,90.96,,
T,36.207327000,-86.790974000,234.9,12.674,4.06,,
T,36.207101000,-86.791413000,237.5,12.721,46.77,,
T,36.207081000,-86.791472000,247.2,12.727,5.75,,
T,36.207034000,-86.791620000,248.5,12.741,14.29,,
T,36.207155000,-86.791731000,323.5,12.758,16.73,,
T,36.207351000,-86.791912000,323.3,12.785,27.17,,
T,36.207456000,-86.792009000,323.3,12.800,14.55,,
T,36.207523000,-86.792091000,315.4,12.810,10.47,,
T,36.207897000,-86.792554000,315.0,12.869,58.79,,
T,36.207955000,-86.792657000,304.9,12.880,11.28,,
T,36.208067000,-86.792859000,304.5,12.902,22.01,,
T,36.208182000,-86.793065000,304.7,12.925,22.49,,
T,36.208289000,-86.793281000,301.5,12.947,22.77,,
T,36.208300000,-86.793312000,293.7,12.951,3.04,,
T,36.208323000,-86.793377000,293.7,12.957,6.38,,
T,36.208405000,-86.793606000,293.9,12.979,22.51,,
T,36.208545000,-86.794001000,293.7,13.018,38.77,,
T,36.208770000,-86.794741000,290.6,13.089,71.07,,
T,36.209007000,-86.795227000,301.1,13.140,51.01,,
T,36.209292000,-86.795603000,313.2,13.187,46.30,,
T,36.209494000,-86.795816000,319.6,13.216,29.48,,
T,36.209974000,-86.796207000,326.7,13.280,63.82,,
T,36.210685000,-86.796723000,329.6,13.371,91.53,,
T,36.210940000,-86.796955000,323.7,13.407,35.15,,
T,36.211122000,-86.797135000,321.4,13.432,25.88,,
T,36.211521000,-86.797580000,318.0,13.492,59.68,,
T,36.212309000,-86.798604000,313.6,13.619,126.98,,
T,36.212441000,-86.798748000,318.6,13.639,19.55,,
T,36.212527000,-86.798842000,318.6,13.651,12.75,,
T,36.212783000,-86.799123000,318.5,13.689,38.02,,
T,36.212834000,-86.799178000,319.0,13.697,7.52,,
T,36.213138000,-86.799421000,327.2,13.737,40.19,,
T,36.213276000,-86.799534000,326.5,13.755,18.38,,
T,36.213836000,-86.799998000,326.2,13.830,74.85,,
T,36.214752000,-86.800742000,326.8,13.952,121.68,,
T,36.214752000,-86.800742000,326.8,13.952,0.00,,
T,36.216305000,-86.802004000,326.8,14.158,206.33,,
T,36.217435000,-86.802896000,327.5,14.307,148.85,,
T,36.217654000,-86.803068000,327.6,14.336,28.80,,
T,36.218191000,-86.803492000,327.5,14.407,70.74,,
T,36.218674000,-86.803837000,330.0,14.469,61.93,,
T,36.218860000,-86.803970000,330.0,14.493,23.85,,
T,36.219581000,-86.804360000,336.4,14.580,87.35,,
T,36.219847000,-86.804485000,339.2,14.611,31.58,,
T,36.219954000,-86.804536000,339.0,14.624,12.73,,
T,36.220397000,-86.804690000,344.3,14.675,51.07,,
T,36.220460000,-86.804707000,347.7,14.682,7.16,,
T,36.220727000,-86.804782000,347.2,14.713,30.38,,
T,36.221145000,-86.804898000,347.4,14.760,47.54,,
T,36.221737000,-86.805061000,347.5,14.828,67.31,,
T,36.221955000,-86.805121000,347.5,14.852,24.78,,
T,36.222357000,-86.805281000,342.2,14.899,46.87,,
T,36.222835000,-86.805552000,335.4,14.958,58.37,,
T,36.223222000,-86.805878000,325.8,15.010,51.99,,
T,36.223824000,-86.806417000,324.2,15.092,82.53,,
T,36.223844000,-86.806435000,324.0,15.095,2.75,,
T,36.224349000,-86.806898000,323.5,15.165,69.81,,
T,36.224505000,-86.807041000,323.5,15.186,21.56,,
T,36.224602000,-86.807123000,325.7,15.199,13.05,,
T,36.224892000,-86.807366000,325.9,15.238,38.89,,
T,36.225356000,-86.807805000,322.6,15.303,64.87,,
T,36.226261000,-86.808836000,317.4,15.440,136.66,,
T,36.226972000,-86.809630000,318.0,15.546,106.40,,
T,36.227464000,-86.810180000,318.0,15.620,73.66,,
T,36.227922000,-86.810692000,318.0,15.688,68.57,,
T,36.228236000,-86.811022000,319.7,15.734,45.76,,
T,36.228701000,-86.811423000,325.2,15.797,62.94,,
T,36.228860000,-86.811561000,325.0,15.819,21.57,,
T,36.228933000,-86.811620000,326.9,15.828,9.68,,
T,36.230004000,-86.812442000,328.2,15.968,139.94,,
T,36.230426000,-86.812743000,330.1,16.022,54.08,,
T,36.230547000,-86.812828000,330.5,16.038,15.45,,
T,36.231232000,-86.813311000,330.4,16.125,87.54,,
T,36.232445000,-86.814167000,330.4,16.280,155.04,,
T,36.233171000,-86.814679000,330.4,16.373,92.78,,
T,36.233781000,-86.815140000,328.6,16.453,79.37,,
T,36.234039000,-86.815335000,328.6,16.486,33.57,,
T,36.234624000,-86.815778000,328.6,16.562,76.16,,
T,36.235378000,-86.816336000,329.2,16.660,97.55,,
T,36.235821000,-86.816660000,329.5,16.717,57.14,,
T,36.236161000,-86.816911000,329.2,16.761,43.96,,
T,36.236181000,-86.816925000,330.6,16.763,2.55,,
T,36.237109000,-86.817592000,329.9,16.883,119.16,,
T,36.237680000,-86.818002000,329.9,16.956,73.30,,
T,36.237726000,-86.818035000,329.9,16.962,5.90,,
T,36.237905000,-86.818153000,332.0,16.984,22.52,,
T,36.238228000,-86.818364000,332.2,17.025,40.55,,
T,36.238248000,-86.818378000,330.6,17.027,2.55,,
T,36.238355000,-86.818447000,332.5,17.041,13.40,,
T,36.238728000,-86.818692000,332.1,17.088,46.88,,
T,36.238759000,-86.818712000,332.5,17.092,3.88,,
T,36.239005000,-86.818870000,332.6,17.122,30.77,,
T,36.239120000,-86.818944000,332.6,17.137,14.39,,
T,36.239247000,-86.819025000,332.8,17.153,15.86,,
T,36.239539000,-86.819213000,332.6,17.189,36.54,,
T,36.239762000,-86.819356000,332.7,17.217,27.88,,
T,36.240229000,-86.819655000,332.7,17.275,58.38,,
T,36.240843000,-86.820049000,332.6,17.352,76.79,,
T,36.240885000,-86.820076000,332.6,17.357,5.25,,
T,36.241174000,-86.820262000,332.6,17.394,36.17,,
T,36.241487000,-86.820466000,332.3,17.433,39.28,,
T,36.242398000,-86.821063000,332.1,17.547,114.45,,
T,36.242792000,-86.821343000,330.2,17.598,50.45,,
T,36.242936000,-86.821456000,327.7,17.617,18.93,,
T,36.243232000,-86.821687000,327.8,17.656,38.86,,
T,36.243696000,-86.822085000,325.3,17.718,62.70,,
T,36.243788000,-86.822165000,325.0,17.731,12.49,,
T,36.244013000,-86.822356000,325.6,17.761,30.30,,
T,36.244060000,-86.822403000,321.1,17.768,6.71,,
T,36.244502000,-86.822792000,324.6,17.828,60.23,,
T,36.245255000,-86.823456000,324.6,17.931,102.68,,
T,36.245290000,-86.823485000,326.2,17.935,4.68,,
T,36.245533000,-86.823701000,324.4,17.969,33.23,,
T,36.245703000,-86.823851000,324.6,17.992,23.19,,
T,36.245734000,-86.823879000,323.9,17.996,4.26,,
T,36.246531000,-86.824549000,325.9,18.103,106.99,,
T,36.246934000,-86.824887000,325.9,18.157,54.06,,
T,36.246985000,-86.824928000,327.0,18.164,6.75,,
T,36.247161000,-86.825078000,325.5,18.188,23.73,,
T,36.248066000,-86.825838000,325.9,18.309,121.45,,
T,36.248087000,-86.825856000,325.3,18.312,2.84,,
T,36.248358000,-86.826085000,325.7,18.348,36.44,,
T,36.248555000,-86.826251000,325.8,18.375,26.47,,
T,36.248733000,-86.826402000,325.6,18.399,23.96,,
T,36.248874000,-86.826521000,325.8,18.418,18.95,,
T,36.249180000,-86.826786000,325.1,18.459,41.48,,
T,36.249404000,-86.826992000,323.4,18.490,30.99,,
T,36.249687000,-86.827253000,323.4,18.529,39.20,,
T,36.250176000,-86.827747000,320.8,18.600,70.11,,
T,36.250764000,-86.828367000,319.6,18.685,85.80,,
T,36.251237000,-86.828856000,320.2,18.754,68.46,,
T,36.251657000,-86.829252000,322.8,18.812,58.64,,
T,36.252117000,-86.829581000,330.0,18.871,58.99,,
T,36.252473000,-86.829748000,339.3,18.914,42.26,,
T,36.252640000,-86.829810000,343.3,18.933,19.35,,
T,36.252802000,-86.829861000,345.8,18.952,18.55,,
T,36.252956000,-86.829905000,347.0,18.969,17.54,,
T,36.253179000,-86.829954000,350.0,18.994,25.13,,
T,36.253509000,-86.829978000,356.6,19.031,36.68,,
T,36.253650000,-86.829988000,356.7,19.047,15.67,,
T,36.253903000,-86.830007000,356.5,19.075,28.13,,
T,36.254201000,-86.830024000,357.4,19.108,33.10,,
T,36.254418000,-86.830033000,358.1,19.132,24.09,,
T,36.254441000,-86.830034000,358.0,19.134,2.55,,
T,36.254939000,-86.830066000,357.0,19.190,55.33,,
T,36.255106000,-86.830077000,357.0,19.208,18.56,,
T,36.255316000,-86.830089000,357.4,19.232,23.33,,
T,36.255649000,-86.830112000,356.8,19.269,37.01,,
T,36.255857000,-86.830127000,356.7,19.292,23.12,,
T,36.256021000,-86.830138000,356.9,19.310,18.22,,
T,36.256852000,-86.830196000,356.8,19.402,92.36,,
T,36.258146000,-86.830287000,356.8,19.546,143.82,,
T,36.258547000,-86.830315000,356.8,19.591,44.57,,
T,36.258617000,-86.830320000,356.7,19.599,7.78,,
T,36.259312000,-86.830370000,356.7,19.676,77.25,,
T,36.259694000,-86.830417000,354.3,19.718,42.60,,
T,36.260493000,-86.830516000,354.3,19.808,89.11,,
T,36.261071000,-86.830589000,354.2,19.872,64.47,,
T,36.261524000,-86.830646000,354.2,19.923,50.53,,
T,36.261616000,-86.830653000,356.5,19.933,10.23,,
T,36.262463000,-86.830715000,356.6,20.027,94.15,,
T,36.264100000,-86.830796000,357.7,20.209,181.79,,
T,36.264221000,-86.830802000,357.7,20.222,13.44,,
T,36.264334000,-86.830807000,358.0,20.235,12.55,,
T,36.264581000,-86.830818000,357.9,20.262,27.43,,
T,36.264749000,-86.830825000,358.1,20.281,18.65,,
T,36.264836000,-86.830829000,357.9,20.290,9.66,,
T,36.265012000,-86.830837000,357.9,20.310,19.54,,
T,36.265058000,-86.830839000,358.0,20.315,5.11,,
T,36.265127000,-86.830841000,358.7,20.323,7.66,,
T,36.265360000,-86.830851000,358.0,20.349,25.87,,
T,36.265707000,-86.830864000,358.3,20.387,38.52,,
T,36.266140000,-86.830879000,358.4,20.435,48.07,,
T,36.266261000,-86.830883000,358.5,20.449,13.43,,
T,36.266522000,-86.830892000,358.4,20.478,28.97,,
T,36.267359000,-86.831003000,353.9,20.571,93.41,,
T,36.271532000,-86.831809000,351.1,21.040,468.68,,
T,36.272591000,-86.832090000,347.9,21.160,120.19,,
T,36.273019000,-86.832217000,346.5,21.209,48.84,,
T,36.273063000,-86.832232000,344.6,21.214,5.07,,
T,36.273684000,-86.832474000,342.6,21.286,72.26,,
T,36.274638000,-86.832847000,342.5,21.397,111.04,,
T,36.274996000,-86.832986000,342.6,21.439,41.64,,
T,36.275149000,-86.833046000,342.5,21.457,17.81,,
T,36.275213000,-86.833066000,345.9,21.464,7.33,,
T,36.275303000,-86.833093000,346.4,21.474,10.28,,
T,36.275616000,-86.833190000,346.0,21.510,35.81,,
T,36.275832000,-86.833257000,346.0,21.535,24.71,,
T,36.276204000,-86.833371000,346.1,21.577,42.53,,
T,36.276521000,-86.833469000,346.0,21.613,36.26,,
T,36.276664000,-86.833513000,346.1,21.630,16.35,,
T,36.278324000,-86.834071000,344.8,21.821,190.90,,
T,36.278341000,-86.834077000,344.1,21.823,1.96,,
T,36.278793000,-86.834311000,337.3,21.877,54.38,,
T,36.279244000,-86.834589000,333.6,21.933,55.93,,
T,36.279298000,-86.834629000,329.2,21.940,6.99,,
T,36.279402000,-86.834706000,329.2,21.953,13.46,,
T,36.279654000,-86.834934000,323.9,21.988,34.66,,
T,36.280349000,-86.835564000,323.8,22.084,95.66,,
T,36.281273000,-86.836401000,323.9,22.211,127.15,,
T,36.281837000,-86.836955000,321.6,22.291,79.96,,
T,36.282121000,-86.837233000,321.7,22.331,40.21,,
T,36.282121000,-86.837233000,321.7,22.331,0.00,,
T,36.282154000,-86.837266000,321.1,22.336,4.71,,
T,36.282440000,-86.837546000,321.7,22.376,40.50,,
T,36.282850000,-86.837949000,321.6,22.434,58.14,,
T,36.282879000,-86.837977000,322.1,22.439,4.08,,
T,36.283165000,-86.838263000,321.1,22.479,40.83,,
T,36.283530000,-86.838628000,321.1,22.531,52.11,,
T,36.283564000,-86.838657000,325.5,22.536,4.58,,
T,36.284086000,-86.839092000,326.1,22.606,69.87,,
T,36.284803000,-86.839690000,326.1,22.702,96.00,,
T,36.285227000,-86.840044000,326.1,22.759,56.79,,
T,36.285258000,-86.840075000,321.1,22.763,4.43,,
T,36.285394000,-86.840211000,321.1,22.783,19.42,,
T,36.285462000,-86.840270000,325.0,22.792,9.22,,
T,36.285814000,-86.840680000,316.8,22.845,53.69,,
T,36.286354000,-86.841411000,312.5,22.934,88.90,,
T,36.286510000,-86.841622000,312.5,22.960,25.67,,
T,36.286561000,-86.841691000,312.5,22.968,8.39,,
T,36.287265000,-86.842645000,312.5,23.084,115.96,,
T,36.287665000,-86.843186000,312.5,23.150,65.82,,
T,36.288166000,-86.843883000,311.7,23.234,83.73,,
T,36.288904000,-86.844911000,311.7,23.357,123.43,,
T,36.288988000,-86.845028000,311.7,23.371,14.05,,
T,36.289574000,-86.845844000,311.7,23.469,97.99,,
T,36.289615000,-86.845901000,311.7,23.476,6.85,,
T,36.289798000,-86.846209000,306.4,23.511,34.32,,
T,36.289829000,-86.846266000,304.0,23.517,6.17,,
T,36.290002000,-86.846668000,298.1,23.558,40.90,,
T,36.290025000,-86.846720000,298.8,23.563,5.32,,
T,36.290287000,-86.847332000,298.0,23.625,62.19,,
T,36.290531000,-86.847978000,295.1,23.689,64.04,,
T,36.290750000,-86.848516000,296.8,23.743,54.10,,
T,36.291019000,-86.849161000,297.4,23.808,65.18,,
T,36.291277000,-86.849624000,304.7,23.859,50.49,,
T,36.291631000,-86.850240000,305.5,23.927,67.86,,
T,36.291902000,-86.850688000,306.9,23.977,50.24,,
T,36.292257000,-86.851196000,310.9,24.037,60.28,,
T,36.292437000,-86.851455000,310.8,24.068,30.66,,
T,36.292449000,-86.851472000,311.2,24.070,2.03,,
T,36.292510000,-86.851556000,312.0,24.080,10.14,,
T,36.292587000,-86.851672000,309.5,24.094,13.48,,
T,36.292675000,-86.851798000,310.9,24.109,14.95,,
T,36.293352000,-86.852709000,312.7,24.220,111.09,,
T,36.293548000,-86.852895000,322.6,24.247,27.43,,
T,36.293648000,-86.852981000,325.3,24.261,13.52,,
T,36.293747000,-86.853066000,325.3,24.274,13.38,,
T,36.293968000,-86.853205000,333.1,24.302,27.52,,
T,36.294293000,-86.853342000,341.2,24.340,38.11,,
T,36.295143000,-86.853531000,349.8,24.435,95.84,,
T,36.295569000,-86.853654000,346.9,24.484,48.54,,
T,36.295704000,-86.853693000,346.9,24.499,15.38,,
T,36.296081000,-86.853844000,342.1,24.543,43.98,,
T,36.296343000,-86.854010000,332.9,24.576,32.67,,
T,36.296778000,-86.854285000,333.0,24.630,54.22,,
T,36.296886000,-86.854349000,334.5,24.644,13.29,,
T,36.298596000,-86.855364000,334.4,24.854,210.52,,
T,36.299261000,-86.855759000,334.4,24.936,81.88,,
T,36.300357000,-86.856461000,332.7,25.073,136.99,,
T,36.300736000,-86.856662000,336.9,25.119,45.77,,
T,36.301020000,-86.856806000,337.8,25.153,34.06,,
T,36.301338000,-86.856967000,337.8,25.191,38.13,,
T,36.301714000,-86.857153000,338.3,25.236,44.94,,
T,36.302068000,-86.857418000,328.9,25.282,45.93,,
T,36.302361000,-86.857698000,322.4,25.323,41.10,,
T,36.302466000,-86.857789000,325.1,25.337,14.23,,
T,36.302715000,-86.858007000,324.8,25.371,33.86,,
T,36.303056000,-86.858272000,327.9,25.416,44.70,,
T,36.303158000,-86.858328000,336.1,25.428,12.39,,
T,36.303407000,-86.858466000,335.9,25.458,30.28,,
T,36.303744000,-86.858644000,336.9,25.499,40.67,,
T,36.303876000,-86.858728000,332.8,25.515,16.48,,
T,36.304098000,-86.858869000,332.9,25.543,27.70,,
T,36.304341000,-86.859046000,329.6,25.574,31.30,,
T,36.304485000,-86.859151000,329.6,25.593,18.55,,
T,36.304762000,-86.859428000,321.1,25.633,39.54,,
T,36.304964000,-86.859669000,316.1,25.664,31.16,,
T,36.305101000,-86.859832000,316.2,25.685,21.11,,
T,36.305112000,-86.859848000,310.5,25.687,1.89,,
T,36.305156000,-86.859911000,310.9,25.694,7.47,,
T,36.305209000,-86.859980000,313.6,25.703,8.54,,
T,36.305532000,-86.860445000,310.8,25.758,55.03,,
T,36.305669000,-86.860635000,311.8,25.781,22.85,,
T,36.305859000,-86.860878000,314.1,25.811,30.35,,
T,36.305936000,-86.860971000,315.8,25.823,11.95,,
T,36.306002000,-86.861049000,316.4,25.833,10.13,,
T,36.306076000,-86.861141000,314.9,25.845,11.65,,
T,36.306149000,-86.861223000,317.8,25.856,10.95,,
T,36.306240000,-86.861315000,320.8,25.869,13.05,,
T,36.306317000,-86.861382000,325.0,25.879,10.45,,
T,36.306404000,-86.861460000,324.2,25.891,11.93,,
T,36.306508000,-86.861539000,328.5,25.905,13.55,,
T,36.306568000,-86.861580000,331.2,25.912,7.61,,
T,36.306624000,-86.861617000,332.0,25.919,7.05,,
T,36.306741000,-86.861685000,334.9,25.934,14.35,,
T,36.306880000,-86.861759000,336.8,25.950,16.80,,
T,36.307043000,-86.861823000,342.4,25.969,18.98,,
T,36.307154000,-86.861860000,345.0,25.982,12.76,,
T,36.307188000,-86.861872000,344.1,25.986,3.92,,
T,36.307332000,-86.861909000,348.3,26.002,16.32,,
T,36.307478000,-86.861941000,350.0,26.019,16.45,,
T,36.307605000,-86.861960000,353.1,26.033,14.20,,
T,36.307749000,-86.861987000,351.4,26.049,16.16,,
T,36.307890000,-86.862003000,354.8,26.065,15.71,,
T,36.308171000,-86.862024000,356.6,26.096,31.24,,
T,36.308310000,-86.862026000,359.3,26.112,15.43,,
T,36.308472000,-86.862028000,359.4,26.130,17.98,,
T,36.308763000,-86.862008000,3.2,26.162,32.34,,
T,36.308870000,-86.861996000,5.2,26.174,11.92,,
T,36.308977000,-86.861977000,8.1,26.186,12.00,,
T,36.309176000,-86.861934000,9.9,26.208,22.42,,
T,36.309316000,-86.861893000,13.3,26.224,15.97,,
T,36.309454000,-86.861842000,16.6,26.240,15.98,,
T,36.309718000,-86.861734000,18.2,26.271,30.86,,
T,36.309955000,-86.861607000,23.4,26.300,28.67,,
T,36.310184000,-86.861470000,25.7,26.328,28.23,,
T,36.310337000,-86.861370000,27.8,26.347,19.21,,
T,36.310477000,-86.861262000,31.9,26.365,18.31,,
T,36.310605000,-86.861148000,35.7,26.383,17.51,,
T,36.310743000,-86.861019000,37.0,26.402,19.20,,
T,36.310882000,-86.860886000,37.6,26.422,19.51,,
T,36.311016000,-86.860731000,43.0,26.442,20.37,,
T,36.311131000,-86.860586000,45.5,26.460,18.23,,
T,36.311254000,-86.860441000,43.5,26.479,18.86,,
T,36.311418000,-86.860244000,44.1,26.505,25.38,,
T,36.311519000,-86.860133000,41.5,26.520,15.00,,
T,36.311543000,-86.860106000,42.2,26.523,3.60,,
T,36.311570000,-86.860087000,29.6,26.527,3.45,,
T,36.311623000,-86.860060000,22.3,26.533,6.36,,
T,36.311676000,-86.860044000,13.7,26.539,6.05,,
T,36.311729000,-86.860042000,1.7,26.545,5.88,,
T,36.311780000,-86.860048000,354.6,26.551,5.68,,
T,36.311829000,-86.860058000,350.7,26.556,5.51,,
T,36.311867000,-86.860067000,349.2,26.560,4.29,,
T,36.311910000,-86.860081000,345.3,26.565,4.93,,
T,36.311947000,-86.860108000,329.5,26.570,4.77,,
T,36.311987000,-86.860156000,316.0,26.576,6.19,,
T,36.312028000,-86.860242000,300.6,26.585,8.96,,
T,36.312057000,-86.860334000,291.4,26.594,8.87,,
T,36.312072000,-86.860393000,287.5,26.600,5.55,,
T,36.312075000,-86.860455000,273.4,26.605,5.58,,
T,36.312075000,-86.860513000,270.0,26.610,5.21,,
T,36.312062000,-86.860570000,254.2,26.616,5.32,,
T,36.312050000,-86.860623000,254.3,26.621,4.94,,
T,36.312022000,-86.860701000,246.0,26.628,7.66,,
T,36.311947000,-86.860821000,232.2,26.642,13.62,,
T,36.311841000,-86.860984000,231.1,26.661,18.78,,
T,36.311791000,-86.861079000,236.8,26.671,10.18,,
T,36.311752000,-86.861180000,244.4,26.681,10.05,,
T,36.311675000,-86.861430000,249.1,26.705,24.02,,
T,36.311665000,-86.861501000,260.1,26.711,6.47,,
T,36.311660000,-86.861573000,265.1,26.718,6.49,,
T,36.311660000,-86.861654000,270.0,26.725,7.27,,
T,36.311662000,-86.861711000,272.5,26.730,5.12,,
T,36.311665000,-86.861762000,274.2,26.735,4.59,,
T,36.311675000,-86.861833000,279.9,26.741,6.47,,
T,36.311704000,-86.861959000,285.9,26.753,11.76,,
T,36.311734000,-86.862074000,287.9,26.764,10.85,,
T,36.311780000,-86.862178000,298.8,26.775,10.64,,
T,36.311830000,-86.862275000,302.6,26.785,10.33,,
T,36.311880000,-86.862350000,309.6,26.794,8.73,,
T,36.311936000,-86.862429000,311.3,26.803,9.43,,
T,36.311985000,-86.862497000,311.8,26.811,8.18,,
T,36.312004000,-86.862520000,315.7,26.814,2.95,,
T,36.312028000,-86.862544000,321.1,26.818,3.43,,
T,36.312070000,-86.862587000,320.5,26.824,6.05,,
T,36.312112000,-86.862629000,321.1,26.830,6.00,,
T,36.312155000,-86.862668000,323.8,26.836,5.92,,
T,36.312340000,-86.862820000,326.5,26.860,24.65,,
T,36.312512000,-86.862976000,323.8,26.884,23.68,,
T,36.312681000,-86.863148000,320.6,26.908,24.30,,
T,36.312747000,-86.863249000,309.0,26.920,11.66,,
T,36.312800000,-86.863348000,303.6,26.931,10.66,,
T,36.312845000,-86.863452000,298.2,26.941,10.59,,
T,36.312879000,-86.863551000,293.1,26.951,9.66,,
T,36.312898000,-86.863615000,290.2,26.957,6.12,,
T,36.312914000,-86.863686000,285.6,26.964,6.62,,
T,36.312939000,-86.863834000,281.8,26.977,13.58,,
T,36.312976000,-86.864125000,279.0,27.004,26.45,,
T,36.313019000,-86.864464000,278.9,27.034,30.82,,
T,36.313032000,-86.864556000,279.9,27.043,8.39,,
T,36.313052000,-86.864634000,287.7,27.050,7.35,,
T,36.313096000,-86.864772000,291.6,27.064,13.32,,
T,36.313207000,-86.864901000,316.9,27.080,16.91,,
T,36.313314000,-86.865001000,323.0,27.095,14.89,,
T,36.313428000,-86.865087000,328.7,27.110,14.82,,
T,36.313543000,-86.865153000,335.2,27.124,14.07,,
T,36.313655000,-86.865196000,342.8,27.137,13.01,,
T,36.313721000,-86.865222000,342.4,27.145,7.69,,
T,36.313809000,-86.865247000,347.1,27.155,10.02,,
T,36.313892000,-86.865271000,346.9,27.164,9.46,,
T,36.314221000,-86.865365000,347.0,27.202,37.47,,
T,36.315084000,-86.865611000,347.1,27.300,98.28,,
T,36.315145000,-86.865629000,346.6,27.307,6.96,,
T,36.315254000,-86.865660000,347.1,27.320,12.41,,
T,36.315803000,-86.865817000,347.0,27.382,62.53,,
T,36.316147000,-86.865917000,346.8,27.421,39.21,,
T,36.316169000,-86.865923000,347.6,27.424,2.50,,
T,36.316495000,-86.866010000,347.9,27.461,37.01,,
T,36.316677000,-86.866058000,348.0,27.481,20.65,,
T,36.316707000,-86.866066000,347.9,27.485,3.41,,
T,36.316840000,-86.866102000,347.7,27.500,15.11,,
T,36.316914000,-86.866124000,346.5,27.508,8.45,,
T,36.317191000,-86.866209000,346.1,27.540,31.67,,
T,36.317941000,-86.866438000,346.2,27.626,85.73,,
T,36.318359000,-86.866565000,346.2,27.674,47.76,,
T,36.318661000,-86.866657000,346.2,27.708,34.51,,
T,36.318898000,-86.866728000,346.4,27.735,27.06,,
T,36.319173000,-86.866811000,346.3,27.767,31.41,,
T,36.319259000,-86.866838000,345.8,27.776,9.85,,
T,36.319361000,-86.866870000,345.8,27.788,11.68,,
T,36.319703000,-86.866977000,345.9,27.827,39.15,,
T,36.320243000,-86.867147000,345.8,27.889,61.84,,
T,36.320306000,-86.867167000,345.7,27.896,7.22,,
T,36.320682000,-86.867306000,343.4,27.940,43.55,,
T,36.320848000,-86.867367000,343.5,27.959,19.22,,
T,36.321049000,-86.867442000,343.3,27.982,23.30,,
T,36.321145000,-86.867408000,15.9,27.993,11.08,,
T,36.321593000,-86.867540000,346.6,28.045,51.11,,
T,36.321736000,-86.867582000,346.7,28.061,16.31,,
T,36.321853000,-86.867617000,346.4,28.074,13.36,,
T,36.322180000,-86.867718000,346.0,28.112,37.40,,
T,36.322454000,-86.867804000,345.8,28.143,31.37,,
T,36.322463000,-86.867807000,345.0,28.144,1.03,,
